Music,Slow_songs_or_fast_songs,Pop,Rock,Hiphop_Rap,Latino,Techno_Trance,Comedy,Romantic,Sci-fi,Animated,Action,Finances,Shopping_centres,Entertainment_spending,Spending_on_looks,Spending_on_gadgets,Age,Gender,Education,Village-town,Only_child,House-block of flats,Height,Weight,Number_of_siblings,Dance,Folk,Country,Classical_music,Musical,Metal_or_Hardrock,Punk,Opera,Movies,Horror,Thriller
5,3,5,2,4,4,1,5,5,5,5,5,3,4,3,2,3,20,female,secondary school,village,yes,house/bungalow,175,75,0,3,2,3,2,4,1,1,2,5,3,3
5,3,5,5,3,2,5,5,3,5,5,5,1,2,5,2,4,19,male,college/bachelor degree,city,yes,block of flats,195,95,0,4,3,2,5,2,4,3,1,5,3,5
3,3,2,3,4,3,4,3,2,4,2,4,5,3,4,3,2,22,male,college/bachelor degree,city,no,block of flats,172,70,3,4,3,1,3,3,2,1,2,5,4,3
5,4,5,4,5,3,1,5,3,5,2,5,3,2,4,2,5,22,male,college/bachelor degree,city,no,block of flats,190,80,1,2,1,1,3,4,1,1,1,5,4,5
5,3,5,3,2,4,4,5,5,3,5,4,2,2,2,2,2,28,female,masters degree,city,no,block of flats,178,65,1,4,3,3,2,2,1,1,2,4,1,4
5,3,3,4,3,4,4,5,5,4,4,5,3,4,4,4,3,21,male,secondary school,city,no,block of flats,185,80,1,3,3,3,3,2,3,1,2,4,1,4
5,3,2,4,3,1,2,3,3,4,2,4,2,3,5,4,2,17,female,primary school,city,no,block of flats,165,65,3,2,1,1,1,1,4,5,1,4,5,3
5,3,2,1,4,5,1,5,5,2,5,3,2,4,3,4,2,21,female,secondary school,city,yes,block of flats,170,52,1,4,1,1,2,5,1,1,2,5,3,3
5,4,1,5,1,2,2,5,4,3,4,3,1,4,5,4,5,17,female,primary school,village,no,block of flats,173,66,1,1,1,1,3,4,5,5,2,5,3,4
5,3,3,5,1,4,1,4,2,5,2,4,2,4,4,3,4,28,male,masters degree,city,no,block of flats,182,88,1,3,2,3,3,4,4,3,2,5,4,4
4,3,4,1,4,5,1,5,2,4,4,4,4,4,1,3,5,20,female,college/bachelor degree,city,no,block of flats,160,55,1,3,3,2,1,5,1,1,2,3,1,1
5,3,2,5,2,4,1,5,3,1,3,2,4,1,2,2,1,21,female,secondary school,city,no,block of flats,172,52,1,2,3,1,4,3,3,2,2,4,4,4
5,3,3,4,2,1,1,2,3,3,3,2,2,2,4,4,2,23,male,college/bachelor degree,city,no,block of flats,189,87,1,2,3,1,5,1,1,4,3,4,2,3
5,5,1,4,1,1,1,5,1,4,4,3,1,2,2,1,1,17,male,primary school,village,yes,house/bungalow,168,67,1,1,1,1,1,3,4,5,1,5,5,3
5,4,5,5,4,3,3,5,3,3,5,5,3,4,2,3,3,19,male,secondary school,city,no,block of flats,178,68,1,4,2,2,2,2,2,3,2,5,4,4
4,3,3,4,4,5,3,5,4,3,4,4,5,3,2,2,5,19,male,secondary school,city,no,block of flats,170,80,1,4,2,3,2,1,2,4,2,5,3,4
5,4,5,4,4,2,3,5,3,4,5,5,2,3,4,3,3,19,male,secondary school,city,no,block of flats,184,84,1,5,3,4,2,2,3,3,1,5,4,5
5,3,4,4,5,1,4,4,4,1,5,2,3,4,4,2,2,18,female,secondary school,city,yes,block of flats,171,54,0,2,1,1,5,3,4,3,1,5,1,1
5,3,2,4,1,4,1,3,4,1,4,2,3,3,3,3,2,19,female,secondary school,village,no,block of flats,164,55,1,1,4,3,4,3,1,2,2,5,1,2
5,3,4,4,4,2,1,5,5,4,5,4,3,3,4,4,3,21,female,secondary school,city,no,block of flats,170,53,1,3,2,2,1,3,1,5,1,5,5,5
5,3,3,5,1,1,1,5,3,3,5,5,3,4,5,4,4,21,male,college/bachelor degree,village,no,house/bungalow,185,65,1,1,5,5,2,3,3,4,2,5,1,4
5,4,4,5,2,2,3,5,4,5,4,4,3,3,3,2,2,20,male,secondary school,city,no,house/bungalow,183,83,1,3,2,2,3,2,4,2,2,4,3,3
5,3,5,3,3,1,3,5,4,4,4,3,2,5,4,5,5,18,female,secondary school,city,yes,block of flats,168,57,0,3,2,1,1,1,1,1,1,5,4,4
5,3,3,4,4,5,5,4,4,3,5,5,3,3,5,5,5,23,male,secondary school,village,no,block of flats,172,110,2,5,1,1,3,2,3,3,3,3,4,4
5,2,3,4,5,4,3,4,3,2,5,3,2,3,4,4,3,18,female,secondary school,city,no,block of flats,162,58,1,3,2,2,2,1,3,1,1,5,4,2
5,3,4,4,1,2,5,5,5,4,5,4,5,5,5,4,4,22,female,secondary school,village,no,house/bungalow,164,64,1,4,1,1,3,2,1,1,1,5,1,3
3,3,3,5,1,4,4,5,1,4,4,5,3,1,3,2,2,19,male,secondary school,city,yes,block of flats,178,71,1,4,1,5,4,1,3,2,1,5,5,5
5,5,5,5,5,5,1,5,3,5,5,5,3,3,5,5,5,23,female,college/bachelor degree,city,yes,block of flats,173,65,0,5,4,2,5,5,1,1,5,5,5,5
5,1,3,3,3,3,2,4,2,2,3,4,2,2,3,2,4,27,male,secondary school,city,no,block of flats,175,83,4,3,3,1,5,4,2,2,5,5,2,4
5,3,4,4,4,2,2,4,1,2,1,3,1,2,5,3,5,20,male,secondary school,city,no,block of flats,183,75,2,2,1,1,5,2,1,3,1,5,2,2
5,3,5,4,3,3,4,5,5,5,5,5,3,4,5,3,2,18,female,primary school,city,no,block of flats,161,74,1,5,4,4,5,5,2,4,3,5,1,2
5,4,5,2,4,5,2,5,5,3,5,4,4,3,3,3,4,19,female,secondary school,city,yes,block of flats,163,50,1,5,3,2,3,3,1,3,1,5,2,3
5,3,3,3,4,3,4,4,4,2,5,2,4,3,3,3,3,22,female,secondary school,village,no,block of flats,162,60,0,4,2,2,1,1,2,1,2,5,4,4
4,4,3,5,4,3,2,4,2,5,5,5,3,4,4,2,4,19,male,secondary school,city,yes,block of flats,172,68,0,3,1,1,2,2,5,5,1,5,3,4
5,4,4,3,5,2,4,4,2,2,3,4,2,2,4,2,2,17,male,primary school,village,no,house/bungalow,178,80,1,4,3,2,2,2,3,2,2,4,2,3
5,4,4,3,2,3,1,5,3,3,4,5,2,3,2,2,4,21,male,secondary school,city,no,block of flats,180,67,2,3,5,3,1,1,1,1,1,5,1,1
5,3,4,3,4,3,2,4,5,2,4,2,3,5,3,4,3,19,female,secondary school,village,no,house/bungalow,170,63,1,3,4,2,4,4,2,2,3,4,1,2
5,3,1,5,1,1,1,5,3,3,4,5,3,3,3,2,4,18,male,primary school,city,no,block of flats,178,70,1,2,1,2,1,1,5,3,1,5,3,3
5,4,5,5,5,1,1,5,5,5,1,1,2,5,4,4,5,21,female,college/bachelor degree,city,no,house/bungalow,173,53,3,5,2,2,4,3,4,5,1,5,1,3
5,3,4,3,5,3,3,5,3,5,5,5,4,2,3,2,3,17,male,secondary school,city,no,block of flats,175,76,2,3,3,3,3,3,2,2,3,5,3,3
4,3,3,3,2,3,3,4,2,5,2,4,4,5,2,4,3,22,male,secondary school,city,yes,house/bungalow,180,89,0,4,4,2,5,5,2,2,5,4,1,3
5,4,3,2,4,4,5,5,1,4,3,5,4,4,5,4,4,23,male,secondary school,village,yes,house/bungalow,179,77,1,4,2,1,4,4,1,1,3,4,1,4
5,4,4,3,3,5,2,5,5,4,3,3,3,2,4,4,3,23,female,masters degree,city,no,block of flats,158,64,3,5,5,2,2,5,1,1,2,5,3,3
5,3,4,2,4,2,3,5,2,5,5,5,3,4,3,3,4,20,male,secondary school,city,no,house/bungalow,188,79,1,4,1,1,1,2,1,1,1,5,5,5
4,3,5,4,1,2,1,5,2,4,3,5,4,2,3,1,4,21,male,secondary school,city,yes,block of flats,193,75,0,3,2,1,3,1,1,1,1,5,1,2
5,3,3,5,1,4,1,5,2,3,5,4,5,2,3,2,2,22,female,college/bachelor degree,village,yes,block of flats,165,52,0,3,2,2,3,2,5,2,4,5,4,4
4,3,5,3,3,4,3,4,4,2,2,4,4,3,2,4,2,24,male,secondary school,village,no,house/bungalow,178,80,2,4,3,2,3,2,2,1,2,4,3,4
5,3,3,5,3,2,4,4,4,2,4,2,3,4,3,4,2,19,female,secondary school,village,no,house/bungalow,174,70,1,3,2,2,2,2,3,4,1,5,1,2
5,3,2,2,5,2,4,5,2,4,5,3,4,2,4,1,1,22,male,secondary school,city,no,block of flats,176,74,3,5,2,2,3,2,2,1,1,5,2,2
5,4,3,1,2,1,2,4,3,2,4,3,2,4,4,4,3,19,female,secondary school,city,yes,block of flats,165,70,1,3,1,1,2,3,1,1,1,3,4,4
5,4,4,4,3,1,2,5,3,3,3,3,4,4,3,3,1,21,female,secondary school,city,no,house/bungalow,162,52,1,3,2,2,1,3,1,1,2,4,2,3
5,3,2,5,5,3,4,5,3,2,3,2,3,2,3,2,2,20,female,secondary school,city,no,block of flats,173,50,1,1,2,1,3,1,5,5,4,5,2,3
5,3,2,5,1,1,1,5,4,5,4,2,2,1,5,3,4,20,female,secondary school,city,no,block of flats,164,60,2,2,1,2,2,2,3,2,1,4,5,3
5,3,1,2,5,2,1,5,2,2,2,2,4,1,2,1,3,23,male,secondary school,city,no,block of flats,172,77,1,2,1,1,5,3,1,3,2,3,2,2
5,3,3,3,2,5,2,3,2,2,3,3,3,3,3,3,3,23,female,secondary school,city,no,block of flats,170,60,1,3,2,2,2,3,3,1,2,3,3,4
5,3,3,3,4,4,4,5,5,4,2,4,3,4,2,4,1,22,female,college/bachelor degree,city,no,block of flats,165,57,2,3,3,3,2,3,1,1,3,4,2,2
3,1,4,4,1,3,1,4,4,2,2,1,4,4,1,2,4,28,female,masters degree,city,no,block of flats,166,60,1,2,4,2,5,5,2,2,5,4,5,5
4,3,5,4,3,4,1,4,4,1,3,1,4,2,3,3,1,22,female,secondary school,city,no,block of flats,170,52,2,2,2,1,3,4,2,1,4,4,3,3
5,4,3,5,4,3,1,4,3,1,5,2,3,3,2,4,3,18,male,college/bachelor degree,city,no,block of flats,173,67,1,3,3,1,3,1,3,3,1,4,1,4
5,3,5,4,2,3,3,5,5,2,5,3,3,5,3,3,3,25,female,secondary school,city,no,house/bungalow,165,75,1,3,3,3,3,5,2,1,2,5,2,3
5,3,2,5,1,4,1,5,4,3,5,3,3,1,1,1,4,23,female,college/bachelor degree,city,no,block of flats,162,65,1,2,3,3,3,3,5,4,5,3,4,2
5,3,1,5,3,2,3,5,5,3,5,1,4,1,2,1,1,21,female,secondary school,city,yes,block of flats,185,70,0,2,2,1,2,2,2,5,1,5,5,3
5,4,5,5,5,5,5,5,4,3,5,3,3,3,3,3,1,25,female,college/bachelor degree,city,no,block of flats,160,55,1,4,3,4,2,4,2,3,1,5,5,4
5,5,3,5,4,4,4,4,4,3,4,4,3,2,3,2,3,28,female,masters degree,city,no,block of flats,180,70,1,4,3,2,4,4,5,4,4,4,1,4
4,4,4,4,3,2,5,4,2,4,4,5,1,4,4,4,4,19,male,secondary school,village,no,house/bungalow,172,75,4,4,2,3,3,3,3,4,2,5,2,4
5,5,5,4,4,4,1,5,4,2,3,2,2,5,3,3,3,28,female,secondary school,village,no,house/bungalow,165,57,1,5,1,1,2,3,1,2,1,5,2,4
5,4,4,5,3,4,1,5,5,1,5,1,4,3,2,3,1,18,female,secondary school,city,no,block of flats,165,48,2,4,3,1,3,4,1,5,1,5,3,5
5,3,4,4,4,4,3,5,4,3,5,5,4,5,3,4,3,18,male,secondary school,city,no,house/bungalow,174,64,1,3,1,2,2,1,1,2,2,5,3,3
5,4,2,4,3,3,3,4,2,4,3,4,3,4,5,3,4,18,male,secondary school,city,no,block of flats,182,63,1,4,1,2,3,2,1,3,2,5,2,4
5,3,3,4,4,4,2,5,4,3,4,2,2,4,4,5,4,17,female,college/bachelor degree,city,yes,house/bungalow,168,70,0,4,2,2,2,3,4,2,2,5,3,4
5,3,4,5,4,2,2,5,3,5,4,5,3,5,5,4,3,21,male,college/bachelor degree,city,yes,block of flats,168,62,1,2,3,3,3,3,5,4,2,5,2,5
5,3,3,5,3,5,4,5,3,4,4,4,3,2,3,2,4,21,male,college/bachelor degree,city,no,house/bungalow,187,73,4,3,3,4,5,2,4,2,3,5,4,5
5,4,5,4,5,4,3,5,5,3,5,5,3,3,3,3,2,23,female,college/bachelor degree,city,yes,house/bungalow,167,70,0,4,2,2,3,5,2,2,4,4,1,1
5,3,4,5,3,3,1,5,4,2,3,5,2,3,2,4,2,20,female,secondary school,city,no,block of flats,168,76,1,3,1,1,3,3,3,5,2,5,2,4
5,3,5,3,3,5,2,5,3,1,5,1,2,4,3,4,2,20,female,secondary school,city,no,block of flats,170,50,1,4,3,1,2,3,1,2,1,5,2,1
5,3,1,4,4,4,1,2,5,1,5,5,4,3,3,3,2,26,female,college/bachelor degree,village,no,house/bungalow,168,65,3,3,3,2,1,1,2,1,1,5,3,3
5,5,2,2,2,3,5,3,4,5,5,5,4,3,3,2,3,21,female,college/bachelor degree,city,no,block of flats,175,70,1,5,4,3,4,2,1,1,4,5,1,5
5,2,4,5,1,3,1,5,2,5,5,5,3,3,5,3,5,19,male,secondary school,city,no,block of flats,185,83,2,1,3,3,5,2,5,2,4,4,3,5
5,3,5,5,4,5,2,5,5,2,4,3,3,4,5,4,3,21,female,secondary school,village,no,house/bungalow,171,60,2,4,2,1,2,4,1,2,1,5,1,3
5,4,3,5,3,3,3,5,4,4,5,4,3,4,4,3,3,22,female,college/bachelor degree,village,no,block of flats,172,60,1,5,1,2,4,3,3,4,2,5,3,3
5,3,3,4,2,2,2,4,3,2,2,3,4,2,2,2,2,21,female,secondary school,village,no,house/bungalow,162,51,1,2,2,1,3,4,5,2,4,3,3,4
5,3,3,5,4,4,2,5,4,2,4,3,2,3,5,4,4,17,female,college/bachelor degree,city,yes,house/bungalow,167,70,0,3,2,2,2,2,5,3,2,5,3,4
4,4,5,4,4,2,1,5,4,4,5,5,4,4,3,4,1,20,female,secondary school,city,no,block of flats,163,52,1,4,3,3,2,2,1,2,1,5,5,5
4,3,4,4,2,4,1,2,4,2,4,3,4,3,1,2,1,22,female,secondary school,village,no,block of flats,170,55,1,3,3,4,2,2,2,3,1,3,1,2
5,3,3,4,4,4,2,4,4,1,1,2,1,1,4,3,5,19,female,college/bachelor degree,village,no,house/bungalow,168,60,2,3,4,4,3,3,1,5,2,3,3,3
5,3,3,5,4,3,3,5,4,3,5,2,5,3,3,3,4,25,female,masters degree,village,yes,house/bungalow,164,63,0,5,3,3,1,3,1,1,1,5,2,3
4,3,2,5,1,3,1,4,3,5,5,4,3,4,3,1,5,29,male,secondary school,village,no,house/bungalow,183,111,1,2,3,3,3,4,5,4,3,5,2,4
5,3,2,3,4,2,3,4,4,4,3,4,5,5,2,2,3,29,male,secondary school,village,no,house/bungalow,173,81,2,2,4,5,5,3,2,1,3,4,4,4
5,3,4,4,1,1,1,4,3,3,3,3,3,3,4,3,3,17,female,primary school,city,no,block of flats,173,54,1,1,1,1,4,3,2,1,1,5,3,3
4,3,5,3,2,2,3,3,3,3,3,4,2,2,2,1,2,19,male,secondary school,city,no,block of flats,185,75,2,3,1,3,3,1,3,2,1,5,3,5
4,3,3,2,4,4,2,4,4,3,5,4,4,4,1,3,5,18,female,secondary school,city,no,block of flats,170,75,2,4,2,1,5,3,4,2,4,5,1,5
5,3,4,4,1,3,1,4,3,1,3,4,4,3,3,3,1,20,female,college/bachelor degree,city,no,block of flats,174,60,3,3,5,1,5,3,1,1,2,4,1,1
4,3,5,3,3,5,2,5,5,3,4,3,3,3,2,2,2,19,female,primary school,city,no,block of flats,180,70,1,5,3,3,2,5,2,2,3,5,3,4
5,4,4,2,4,3,3,4,1,3,1,3,1,3,5,3,5,19,male,secondary school,village,yes,house/bungalow,176,66,0,4,2,2,4,1,1,1,1,5,1,2
5,2,5,5,2,5,5,5,3,2,4,5,3,3,4,5,5,19,male,secondary school,village,yes,house/bungalow,175,80,1,2,1,3,1,1,3,3,1,3,3,3
5,4,5,2,5,2,3,5,3,1,4,5,1,5,5,5,5,18,female,primary school,village,no,house/bungalow,180,75,1,5,1,3,2,5,1,1,1,5,5,3
5,3,4,4,4,3,2,5,3,1,4,2,4,2,4,4,4,18,female,college/bachelor degree,city,no,block of flats,163,57,1,3,2,2,3,2,1,2,2,5,4,4
5,4,3,3,4,3,2,5,4,4,2,5,3,2,2,2,2,19,female,secondary school,village,yes,block of flats,170,63,0,2,1,1,4,2,2,2,2,4,2,2
5,3,3,2,1,4,1,4,3,4,5,3,5,2,1,1,1,19,female,secondary school,city,no,block of flats,168,56,3,3,4,5,5,5,2,1,5,4,1,3
5,1,3,4,1,4,3,3,4,3,5,3,3,3,2,3,3,21,female,college/bachelor degree,city,yes,block of flats,180,61,0,3,2,1,3,4,2,1,2,5,2,4
5,5,4,5,1,3,3,5,2,5,5,5,4,2,5,3,4,23,male,college/bachelor degree,city,yes,block of flats,165,60,0,3,3,4,4,4,5,3,4,5,5,4
4,3,4,4,5,3,2,5,2,4,3,5,3,4,4,4,4,17,male,secondary school,city,no,house/bungalow,182,84,1,5,2,2,2,2,2,1,1,5,3,5
5,3,3,3,1,4,1,4,4,2,4,3,3,1,4,3,1,18,female,secondary school,city,no,block of flats,173,65,3,3,5,1,5,3,1,1,5,5,1,1
5,3,2,4,3,5,5,5,4,3,5,5,1,4,5,4,4,26,male,masters degree,village,no,house/bungalow,183,90,5,1,3,4,5,3,2,1,2,5,2,3
2,3,2,4,3,2,1,4,5,2,4,2,1,1,4,5,5,22,male,college/bachelor degree,city,yes,block of flats,186,65,0,2,2,2,2,2,4,4,1,1,1,1
5,3,4,2,5,3,3,3,3,3,5,4,4,3,2,4,5,18,female,secondary school,city,no,block of flats,170,75,2,4,3,1,5,4,4,3,5,5,1,4
5,3,1,5,1,1,1,5,3,5,3,4,3,3,2,3,2,17,male,secondary school,city,yes,house/bungalow,175,64,0,2,4,4,1,1,3,3,1,5,1,1
5,3,3,3,5,5,1,5,4,4,5,3,4,3,3,3,3,22,female,college/bachelor degree,city,no,block of flats,175,86,6,5,5,2,5,3,1,1,4,4,3,4
5,3,5,5,1,4,2,5,5,5,2,5,4,4,4,4,1,21,female,secondary school,city,no,block of flats,168,49,1,2,4,1,5,5,3,4,5,5,2,2
5,4,5,3,4,5,4,4,5,1,3,2,1,5,3,5,2,21,female,college/bachelor degree,village,no,house/bungalow,162,51,3,5,2,1,3,4,1,3,2,4,1,2
5,3,3,4,1,3,1,4,3,2,5,2,2,2,5,2,1,19,female,secondary school,village,no,house/bungalow,171,49,3,3,2,2,4,3,2,2,2,5,2,2
4,4,4,3,4,4,3,4,4,5,2,5,1,2,5,4,4,26,male,college/bachelor degree,city,yes,house/bungalow,186,98,1,2,1,3,2,1,2,3,3,4,3,4
5,3,2,3,5,5,5,3,5,1,3,2,4,4,5,4,2,19,female,college/bachelor degree,village,no,house/bungalow,159,52,3,5,3,3,5,5,1,2,3,5,1,3
5,5,3,1,3,1,5,5,3,5,5,5,3,4,3,3,3,20,male,college/bachelor degree,village,no,house/bungalow,197,100,1,4,1,1,2,1,1,1,1,5,5,5
5,3,5,5,2,2,3,4,4,4,4,3,4,4,4,4,3,25,female,college/bachelor degree,city,yes,house/bungalow,167,49,1,5,2,2,2,2,4,4,2,5,3,4
5,4,4,1,5,1,2,5,1,3,1,5,1,2,5,3,5,23,male,secondary school,city,no,block of flats,192,86,1,3,1,1,1,1,1,2,1,5,4,3
5,3,3,3,4,1,3,5,3,2,2,5,2,4,5,5,5,24,male,college/bachelor degree,city,yes,house/bungalow,190,84,1,4,1,1,1,1,1,3,1,5,5,5
5,2,5,3,2,4,1,5,4,2,4,3,4,5,2,3,1,19,female,college/bachelor degree,village,no,house/bungalow,172,50,2,3,1,2,3,4,1,2,3,5,1,2
5,3,4,5,2,2,2,5,2,5,4,5,4,2,3,2,2,18,male,secondary school,village,no,house/bungalow,186,76,1,2,1,2,4,3,5,5,1,5,3,3
4,3,4,3,5,3,3,5,3,1,3,5,2,3,4,4,5,26,male,masters degree,city,no,block of flats,185,92,1,3,1,2,3,1,2,2,1,4,5,5
3,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,19,female,secondary school,city,yes,block of flats,167,63,0,3,3,3,3,3,3,3,3,5,5,5
1,1,1,1,1,1,1,3,2,2,5,3,3,4,4,3,2,16,female,college/bachelor degree,city,no,house/bungalow,170,54,2,1,1,1,1,1,1,1,1,4,4,3
5,2,3,5,2,2,1,3,2,5,3,5,4,2,4,3,3,18,male,secondary school,city,yes,block of flats,174,64,0,2,4,4,4,2,5,4,4,5,1,4
5,4,4,2,4,4,1,5,4,4,3,3,3,4,2,2,2,20,female,secondary school,city,no,house/bungalow,170,53,1,3,1,2,4,3,1,1,2,5,3,3
5,4,3,5,4,4,2,5,5,5,5,5,3,3,4,4,4,17,female,college/bachelor degree,city,yes,house/bungalow,168,70,0,4,2,2,2,2,5,3,2,5,5,5
3,3,2,2,2,3,1,4,3,3,2,4,2,1,3,3,3,20,female,secondary school,city,yes,block of flats,171,62,0,2,1,1,4,3,1,1,4,4,1,1
5,3,3,4,4,4,5,5,5,3,5,3,1,5,5,5,5,19,female,college/bachelor degree,city,no,block of flats,165,51,3,2,1,1,4,3,1,2,4,5,2,3
5,3,3,3,4,2,3,5,3,1,5,3,2,5,5,5,3,17,female,secondary school,village,yes,house/bungalow,167,48,0,3,3,4,4,4,2,2,3,5,1,1
5,3,4,4,3,4,4,5,5,3,4,4,3,5,3,3,3,18,male,secondary school,city,no,block of flats,174,64,1,3,1,2,2,3,1,2,2,5,3,4
4,2,3,3,1,3,2,4,3,2,5,2,2,1,1,2,1,20,female,secondary school,city,no,block of flats,171,63,1,4,1,2,3,2,1,1,3,4,4,2
5,3,3,5,2,4,2,5,3,5,4,4,4,4,4,4,4,17,female,secondary school,village,no,house/bungalow,170,55,3,2,3,4,4,4,5,5,3,5,5,4
4,3,4,3,3,3,4,5,4,3,5,4,2,2,5,3,3,19,male,secondary school,city,no,block of flats,190,80,1,4,3,1,4,4,1,1,3,5,1,4
5,3,5,2,5,3,3,5,4,3,5,4,2,4,5,5,5,16,male,primary school,city,no,block of flats,177,70,1,2,2,1,2,4,2,1,1,5,3,3
5,3,3,2,4,3,3,3,2,3,4,3,1,4,2,5,1,19,female,secondary school,city,no,block of flats,162,52,1,3,1,1,3,1,1,1,2,5,2,2
5,4,3,4,4,3,3,4,4,2,1,5,3,4,4,4,4,21,male,masters degree,village,no,house/bungalow,192,93,1,3,2,2,3,1,3,2,1,3,2,4
